time,gFx,gFy,gFz,Class
1552297475.92,632.448,788.608,132.736,2
1552297475.93,620.736,800.320,121.024,2
1552297475.94,628.544,792.512,124.928,2
1552297475.95,640.256,796.416,132.736,2
1552297475.96,628.544,788.608,140.544,2
1552297475.97,632.448,788.608,136.640,2
1552297475.98,624.640,796.416,128.832,2
1552297475.99,632.448,796.416,124.928,2
1552297476.00,648.064,792.512,128.832,2
1552297476.01,616.832,796.416,132.736,2
1552297476.02,624.640,784.704,144.448,2
1552297476.03,628.544,772.992,128.832,2
1552297476.04,628.544,772.992,128.832,2
1552297476.05,620.736,784.704,148.352,2
1552297476.06,624.640,792.512,136.640,2
1552297476.07,616.832,792.512,144.448,2
1552297476.08,636.352,788.608,140.544,2
1552297476.09,628.544,788.608,132.736,2
1552297476.10,628.544,788.608,124.928,2
1552297476.11,620.736,808.128,124.928,2
1552297476.12,616.832,788.608,121.024,2
1552297476.13,632.448,804.224,128.832,2
1552297476.14,628.544,792.512,136.640,2
1552297476.15,640.256,792.512,140.544,2
1552297476.16,640.256,788.608,136.640,2
1552297476.17,628.544,776.896,136.640,2
1552297476.18,628.544,784.704,132.736,2
1552297476.19,632.448,784.704,140.544,2
1552297476.20,620.736,780.800,124.928,2
1552297476.21,624.640,800.320,124.928,2
1552297476.22,628.544,788.608,128.832,2
1552297476.23,624.640,788.608,128.832,2
1552297476.24,628.544,784.704,136.640,2
1552297476.25,620.736,792.512,140.544,2
1552297476.26,616.832,792.512,121.024,2
1552297476.27,620.736,792.512,132.736,2
1552297476.28,636.352,804.224,124.928,2
1552297476.29,640.256,808.128,124.928,2
1552297476.30,628.544,808.128,136.640,2
1552297476.31,624.640,812.032,124.928,2
1552297476.32,620.736,804.224,124.928,2
1552297476.33,628.544,796.416,136.640,2
1552297476.34,628.544,784.704,132.736,2
1552297476.35,620.736,796.416,136.640,2
1552297476.36,628.544,792.512,136.640,2
1552297476.37,628.544,788.608,140.544,2
1552297476.38,624.640,792.512,128.832,2
1552297476.39,620.736,796.416,132.736,2
1552297476.40,628.544,792.512,136.640,2
1552297476.41,612.928,800.320,136.640,2
1552297476.42,624.640,796.416,136.640,2
1552297476.43,616.832,792.512,121.024,2
1552297476.44,612.928,788.608,132.736,2
1552297476.45,620.736,788.608,132.736,2
1552297476.46,628.544,792.512,144.448,2
1552297476.47,636.352,792.512,128.832,2
1552297476.48,632.448,800.320,140.544,2
1552297476.49,632.448,780.800,132.736,2
1552297476.50,624.640,800.320,128.832,2
1552297476.51,624.640,796.416,128.832,2
1552297476.52,632.448,800.320,140.544,2
1552297476.53,616.832,796.416,132.736,2
1552297476.54,624.640,796.416,144.448,2
1552297476.55,628.544,792.512,128.832,2
1552297476.56,624.640,780.800,132.736,2
1552297476.57,616.832,784.704,140.544,2
1552297476.58,628.544,788.608,121.024,2
1552297476.59,632.448,796.416,124.928,2
1552297476.60,616.832,800.320,128.832,2
1552297476.61,620.736,808.128,124.928,2
1552297476.62,624.640,788.608,128.832,2
1552297476.63,632.448,788.608,144.448,2
1552297476.64,632.448,776.896,132.736,2
1552297476.65,624.640,792.512,132.736,2
1552297476.66,620.736,780.800,132.736,2
1552297476.67,628.544,788.608,136.640,2
1552297476.68,612.928,796.416,136.640,2
1552297476.69,620.736,800.320,132.736,2
1552297476.70,624.640,796.416,136.640,2
1552297476.71,616.832,800.320,132.736,2
1552297476.72,620.736,796.416,140.544,2
1552297476.73,628.544,776.896,140.544,2
1552297476.74,636.352,784.704,136.640,2
1552297476.75,632.448,804.224,121.024,2
1552297476.76,620.736,804.224,124.928,2
1552297476.77,624.640,792.512,128.832,2
1552297476.78,624.640,808.128,132.736,2
1552297476.79,620.736,792.512,124.928,2
1552297476.80,620.736,796.416,136.640,2
1552297476.81,620.736,792.512,128.832,2
1552297476.82,620.736,792.512,128.832,2
1552297476.83,616.832,792.512,128.832,2
1552297476.84,632.448,792.512,140.544,2
1552297476.85,616.832,784.704,124.928,2
1552297476.86,620.736,796.416,124.928,2
1552297476.87,616.832,792.512,121.024,2
1552297476.88,612.928,796.416,128.832,2
1552297476.89,616.832,796.416,132.736,2
1552297476.90,624.640,792.512,136.640,2
1552297476.91,628.544,808.128,117.120,2
1552297476.92,628.544,804.224,132.736,2
1552297476.93,628.544,792.512,124.928,2
1552297476.94,620.736,792.512,136.640,2
1552297476.95,620.736,792.512,128.832,2
1552297476.96,620.736,800.320,132.736,2
1552297476.97,620.736,784.704,128.832,2
1552297476.98,628.544,796.416,136.640,2
1552297476.99,620.736,800.320,140.544,2
1552297477.00,620.736,796.416,132.736,2
1552297477.01,624.640,792.512,124.928,2
1552297477.02,616.832,792.512,128.832,2
1552297477.03,624.640,800.320,128.832,2
1552297477.04,624.640,792.512,121.024,2
1552297477.05,628.544,788.608,128.832,2
1552297477.06,616.832,800.320,136.640,2
1552297477.07,624.640,796.416,136.640,2
1552297477.08,620.736,780.800,140.544,2
1552297477.09,620.736,804.224,128.832,2
1552297477.10,612.928,800.320,136.640,2
1552297477.11,612.928,792.512,144.448,2
1552297477.12,628.544,804.224,140.544,2
1552297477.13,628.544,796.416,136.640,2
1552297477.14,620.736,792.512,136.640,2
1552297477.15,616.832,792.512,132.736,2
1552297477.16,620.736,792.512,128.832,2
1552297477.17,605.120,796.416,124.928,2
1552297477.18,620.736,804.224,124.928,2
1552297477.19,605.120,804.224,132.736,2
1552297477.20,612.928,804.224,128.832,2
1552297477.21,624.640,792.512,136.640,2
1552297477.22,628.544,796.416,132.736,2
1552297477.23,624.640,804.224,136.640,2
1552297477.24,612.928,796.416,132.736,2
1552297477.25,620.736,792.512,128.832,2
1552297477.26,612.928,800.320,140.544,2
1552297477.27,620.736,804.224,132.736,2
1552297477.28,624.640,808.128,132.736,2
1552297477.29,620.736,796.416,132.736,2
1552297477.30,620.736,784.704,148.352,2
1552297477.31,612.928,788.608,132.736,2
1552297477.32,624.640,792.512,132.736,2
1552297477.33,628.544,788.608,136.640,2
1552297477.34,624.640,796.416,124.928,2
1552297477.35,620.736,796.416,132.736,2
1552297477.36,624.640,796.416,128.832,2
1552297477.37,624.640,800.320,121.024,2
1552297477.38,624.640,796.416,136.640,2
1552297477.39,620.736,780.800,124.928,2
1552297477.40,616.832,780.800,136.640,2
1552297477.41,616.832,780.800,136.640,2
1552297477.42,620.736,800.320,124.928,2
1552297477.43,616.832,792.512,132.736,2
1552297477.44,612.928,796.416,132.736,2
1552297477.45,620.736,792.512,132.736,2
1552297477.46,628.544,808.128,132.736,2
1552297477.47,636.352,800.320,124.928,2
1552297477.48,624.640,784.704,136.640,2
1552297477.49,628.544,788.608,136.640,2
1552297477.50,628.544,784.704,132.736,2
1552297477.51,632.448,792.512,128.832,2
1552297477.52,632.448,792.512,132.736,2
1552297477.53,628.544,792.512,132.736,2
1552297477.54,632.448,788.608,128.832,2
1552297477.55,636.352,788.608,124.928,2
1552297477.56,616.832,792.512,132.736,2
1552297477.57,624.640,792.512,128.832,2
1552297477.58,624.640,792.512,132.736,2
1552297477.59,632.448,792.512,124.928,2
1552297477.60,624.640,788.608,136.640,2
1552297477.61,609.024,792.512,128.832,2
1552297477.62,624.640,800.320,117.120,2
1552297477.63,628.544,800.320,132.736,2
1552297477.64,624.640,800.320,124.928,2
1552297477.65,636.352,804.224,136.640,2
1552297477.66,636.352,792.512,128.832,2
1552297477.67,624.640,784.704,121.024,2
1552297477.68,624.640,796.416,136.640,2
1552297477.69,620.736,784.704,144.448,2
1552297477.70,628.544,800.320,128.832,2
1552297477.71,624.640,796.416,128.832,2
1552297477.72,632.448,784.704,136.640,2
1552297477.73,616.832,792.512,140.544,2
1552297477.74,624.640,792.512,132.736,2
1552297477.75,616.832,792.512,124.928,2
1552297477.76,620.736,788.608,132.736,2
1552297477.77,624.640,796.416,124.928,2
1552297477.78,624.640,796.416,132.736,2
1552297477.79,632.448,796.416,124.928,2
1552297477.80,620.736,788.608,132.736,2
1552297477.81,628.544,784.704,136.640,2
1552297477.82,620.736,788.608,136.640,2
1552297477.83,612.928,788.608,124.928,2
1552297477.84,624.640,792.512,132.736,2
1552297477.85,616.832,788.608,132.736,2
1552297477.86,628.544,800.320,132.736,2
1552297477.87,624.640,796.416,132.736,2
1552297477.88,624.640,796.416,140.544,2
1552297477.89,636.352,788.608,136.640,2
1552297477.90,624.640,796.416,136.640,2
1552297477.91,632.448,792.512,128.832,2
1552297477.92,628.544,804.224,132.736,2
1552297477.93,632.448,780.800,136.640,2
1552297477.94,624.640,792.512,144.448,2
1552297477.95,616.832,792.512,136.640,2
1552297477.96,628.544,792.512,132.736,2
1552297477.97,616.832,800.320,128.832,2
1552297477.98,624.640,784.704,140.544,2
1552297477.99,624.640,780.800,117.120,2
1552297478.00,616.832,800.320,121.024,2
1552297478.01,620.736,800.320,121.024,2
1552297478.02,620.736,788.608,136.640,2
1552297478.03,620.736,788.608,109.312,2
1552297478.04,624.640,788.608,128.832,2
1552297478.05,632.448,800.320,113.216,2
1552297478.06,624.640,800.320,128.832,2
1552297478.07,620.736,788.608,132.736,2
1552297478.08,620.736,800.320,136.640,2
1552297478.09,624.640,788.608,121.024,2
1552297478.10,628.544,792.512,124.928,2
1552297478.11,628.544,796.416,117.120,2
1552297478.12,616.832,804.224,124.928,2
1552297478.13,616.832,804.224,124.928,2
1552297478.14,632.448,796.416,124.928,2
1552297478.15,628.544,788.608,140.544,2
1552297478.16,624.640,788.608,140.544,2
1552297478.17,636.352,776.896,140.544,2
1552297478.18,620.736,792.512,144.448,2
1552297478.19,609.024,788.608,128.832,2
1552297478.20,624.640,792.512,132.736,2
1552297478.21,628.544,792.512,132.736,2
1552297478.22,624.640,792.512,132.736,2
1552297478.23,620.736,796.416,132.736,2
1552297478.24,632.448,780.800,140.544,2
1552297478.25,632.448,788.608,132.736,2
1552297478.26,620.736,788.608,132.736,2
1552297478.27,632.448,796.416,124.928,2
1552297478.28,644.160,796.416,121.024,2
1552297478.29,632.448,800.320,121.024,2
1552297478.30,620.736,796.416,124.928,2
1552297478.31,624.640,776.896,132.736,2
1552297478.32,640.256,792.512,132.736,2
1552297478.33,620.736,788.608,132.736,2
1552297478.34,636.352,792.512,136.640,2
1552297478.35,624.640,780.800,140.544,2
1552297478.36,632.448,792.512,128.832,2
1552297478.37,616.832,792.512,136.640,2
1552297478.38,620.736,796.416,128.832,2
1552297478.39,609.024,784.704,124.928,2
1552297478.40,616.832,788.608,128.832,2
1552297478.41,628.544,796.416,128.832,2
1552297478.42,624.640,804.224,121.024,2
1552297478.43,632.448,800.320,128.832,2
1552297478.44,640.256,804.224,132.736,2
1552297478.45,632.448,788.608,132.736,2
1552297478.46,632.448,780.800,128.832,2
1552297478.47,624.640,788.608,117.120,2
1552297478.48,624.640,792.512,132.736,2
1552297478.49,616.832,796.416,132.736,2
1552297478.50,624.640,800.320,132.736,2
1552297478.51,612.928,792.512,117.120,2
1552297478.52,628.544,800.320,121.024,2
1552297478.53,632.448,792.512,128.832,2
1552297478.54,632.448,796.416,117.120,2
1552297478.55,620.736,792.512,128.832,2
1552297478.56,628.544,800.320,113.216,2
1552297478.57,620.736,792.512,113.216,2
1552297478.58,636.352,792.512,128.832,2
1552297478.59,632.448,796.416,124.928,2
1552297478.60,636.352,800.320,132.736,2
1552297478.61,624.640,796.416,132.736,2
1552297478.62,628.544,776.896,136.640,2
1552297478.63,632.448,780.800,136.640,2
1552297478.64,628.544,765.184,128.832,2
1552297478.65,636.352,780.800,124.928,2
1552297478.66,628.544,796.416,124.928,2
1552297478.67,628.544,804.224,136.640,2
1552297478.68,620.736,796.416,128.832,2
1552297478.69,628.544,800.320,124.928,2
1552297478.70,612.928,796.416,136.640,2
1552297478.71,612.928,792.512,132.736,2
1552297478.72,620.736,800.320,113.216,2
1552297478.73,624.640,792.512,128.832,2
1552297478.74,624.640,788.608,124.928,2
1552297478.75,632.448,796.416,124.928,2
1552297478.76,624.640,792.512,121.024,2
1552297478.77,632.448,792.512,124.928,2
1552297478.78,624.640,792.512,124.928,2
1552297478.79,636.352,796.416,136.640,2
1552297478.80,636.352,800.320,128.832,2
1552297478.81,620.736,784.704,140.544,2
1552297478.82,624.640,788.608,128.832,2
1552297478.83,628.544,788.608,121.024,2
1552297478.84,632.448,796.416,121.024,2
1552297478.85,616.832,784.704,128.832,2
1552297478.86,624.640,792.512,121.024,2
1552297478.87,624.640,796.416,128.832,2
1552297478.88,620.736,792.512,121.024,2
1552297478.89,624.640,788.608,128.832,2
1552297478.90,609.024,772.992,136.640,2
1552297478.91,628.544,800.320,144.448,2
1552297478.92,632.448,800.320,132.736,2
1552297478.93,632.448,800.320,128.832,2
1552297478.94,632.448,804.224,132.736,2
1552297478.95,624.640,788.608,117.120,2
1552297478.96,628.544,792.512,124.928,2
1552297478.97,624.640,784.704,124.928,2
1552297478.98,628.544,800.320,124.928,2
1552297478.99,632.448,804.224,124.928,2
1552297479.00,632.448,784.704,132.736,2
1552297479.01,612.928,780.800,136.640,2
1552297479.02,624.640,776.896,136.640,2
1552297479.03,620.736,772.992,124.928,2
1552297479.04,620.736,792.512,121.024,2
1552297479.05,620.736,796.416,121.024,2
1552297479.06,624.640,796.416,117.120,2
1552297479.07,632.448,796.416,113.216,2
1552297479.08,636.352,792.512,124.928,2
1552297479.09,636.352,788.608,128.832,2
1552297479.10,632.448,796.416,140.544,2
1552297479.11,624.640,788.608,121.024,2
1552297479.12,644.160,792.512,132.736,2
1552297479.13,632.448,804.224,121.024,2
1552297479.14,636.352,788.608,128.832,2
1552297479.15,628.544,796.416,121.024,2
1552297479.16,624.640,780.800,124.928,2
1552297479.17,632.448,784.704,132.736,2
1552297479.18,628.544,792.512,132.736,2
1552297479.19,632.448,784.704,121.024,2
1552297479.20,624.640,796.416,124.928,2
1552297479.21,620.736,800.320,128.832,2
1552297479.22,632.448,796.416,128.832,2
1552297479.23,624.640,780.800,117.120,2
1552297479.24,628.544,788.608,132.736,2
1552297479.25,624.640,788.608,124.928,2
1552297479.26,644.160,792.512,128.832,2
1552297479.27,628.544,804.224,124.928,2
1552297479.28,632.448,796.416,124.928,2
1552297479.29,628.544,788.608,121.024,2
1552297479.30,628.544,784.704,136.640,2
1552297479.31,620.736,780.800,140.544,2
1552297479.32,620.736,780.800,132.736,2
1552297479.33,624.640,800.320,121.024,2
1552297479.34,624.640,780.800,128.832,2
1552297479.35,632.448,788.608,124.928,2
1552297479.36,632.448,784.704,128.832,2
1552297479.37,632.448,796.416,136.640,2
1552297479.38,628.544,788.608,124.928,2
1552297479.39,640.256,792.512,117.120,2
1552297479.40,620.736,780.800,132.736,2
1552297479.41,624.640,792.512,128.832,2
1552297479.42,636.352,804.224,128.832,2
1552297479.43,624.640,796.416,128.832,2
1552297479.44,628.544,792.512,132.736,2
1552297479.45,632.448,792.512,132.736,2
1552297479.46,620.736,772.992,121.024,2
1552297479.47,632.448,792.512,132.736,2
1552297479.48,628.544,784.704,140.544,2
1552297479.49,624.640,788.608,121.024,2
1552297479.50,620.736,780.800,124.928,2
1552297479.51,616.832,788.608,121.024,2
1552297479.52,628.544,800.320,121.024,2
1552297479.53,628.544,792.512,121.024,2
1552297479.54,628.544,796.416,132.736,2
1552297479.55,628.544,784.704,132.736,2
1552297479.56,636.352,788.608,128.832,2
1552297479.57,628.544,800.320,124.928,2
1552297479.58,628.544,780.800,132.736,2
1552297479.59,624.640,784.704,121.024,2
1552297479.60,632.448,792.512,121.024,2
1552297479.61,624.640,804.224,124.928,2
1552297479.62,632.448,792.512,117.120,2
1552297479.63,632.448,792.512,136.640,2
1552297479.64,640.256,792.512,148.352,2
1552297479.65,632.448,796.416,132.736,2
1552297479.66,628.544,792.512,128.832,2
1552297479.67,624.640,788.608,128.832,2
1552297479.68,628.544,796.416,132.736,2
1552297479.69,624.640,792.512,136.640,2
1552297479.70,628.544,792.512,132.736,2
1552297479.71,644.160,800.320,132.736,2
1552297479.72,644.160,792.512,132.736,2
1552297479.73,636.352,788.608,132.736,2
1552297479.74,620.736,788.608,136.640,2
1552297479.75,632.448,780.800,132.736,2
1552297479.76,624.640,792.512,128.832,2
1552297479.77,628.544,784.704,128.832,2
1552297479.78,632.448,776.896,136.640,2
1552297479.79,640.256,796.416,136.640,2
1552297479.80,640.256,792.512,128.832,2
1552297479.81,636.352,792.512,128.832,2
1552297479.82,620.736,800.320,136.640,2
1552297479.83,620.736,788.608,121.024,2
1552297479.84,632.448,780.800,128.832,2
1552297479.85,632.448,792.512,121.024,2
1552297479.86,628.544,788.608,124.928,2
1552297479.87,628.544,815.936,128.832,2
1552297479.88,628.544,808.128,132.736,2
1552297479.89,628.544,796.416,128.832,2
1552297479.90,624.640,792.512,136.640,2
1552297479.91,616.832,788.608,124.928,2
1552297479.92,616.832,792.512,124.928,2
1552297479.93,624.640,784.704,132.736,2
1552297479.94,609.024,800.320,136.640,2
1552297479.95,624.640,796.416,124.928,2
1552297479.96,616.832,796.416,124.928,2
1552297479.97,624.640,800.320,128.832,2
1552297479.98,624.640,796.416,132.736,2
1552297479.99,620.736,796.416,124.928,2
1552297480.00,632.448,796.416,132.736,2
1552297480.01,632.448,788.608,128.832,2
1552297480.02,620.736,792.512,124.928,2
1552297480.03,624.640,788.608,128.832,2
1552297480.04,628.544,800.320,132.736,2
1552297480.05,628.544,792.512,124.928,2
1552297480.06,612.928,792.512,128.832,2
1552297480.07,620.736,796.416,128.832,2
1552297480.08,620.736,800.320,132.736,2
1552297480.09,620.736,796.416,128.832,2
1552297480.10,620.736,796.416,124.928,2
1552297480.11,612.928,792.512,128.832,2
1552297480.12,620.736,800.320,113.216,2
1552297480.13,620.736,800.320,121.024,2
1552297480.14,628.544,804.224,136.640,2
1552297480.15,628.544,804.224,121.024,2
1552297480.16,620.736,784.704,124.928,2
1552297480.17,628.544,800.320,136.640,2
1552297480.18,616.832,800.320,136.640,2
1552297480.19,628.544,796.416,124.928,2
1552297480.20,616.832,796.416,132.736,2
1552297480.21,624.640,800.320,124.928,2
1552297480.22,620.736,784.704,117.120,2
1552297480.23,612.928,792.512,121.024,2
1552297480.24,620.736,788.608,121.024,2
1552297480.25,620.736,819.840,132.736,2
1552297480.26,620.736,788.608,121.024,2
1552297480.27,616.832,800.320,121.024,2
1552297480.28,624.640,800.320,132.736,2
1552297480.29,620.736,796.416,128.832,2
1552297480.30,636.352,796.416,124.928,2
1552297480.31,624.640,792.512,124.928,2
1552297480.32,632.448,800.320,132.736,2
1552297480.33,620.736,800.320,117.120,2
1552297480.34,628.544,808.128,128.832,2
1552297480.35,628.544,792.512,132.736,2
1552297480.36,624.640,796.416,132.736,2
1552297480.37,612.928,808.128,132.736,2
1552297480.38,616.832,796.416,136.640,2
1552297480.39,620.736,792.512,136.640,2
1552297480.40,616.832,788.608,132.736,2
1552297480.41,624.640,788.608,128.832,2
1552297480.42,616.832,800.320,144.448,2
1552297480.43,620.736,796.416,128.832,2
1552297480.44,612.928,804.224,124.928,2
1552297480.45,612.928,792.512,132.736,2
1552297480.46,616.832,804.224,128.832,2
1552297480.47,612.928,792.512,128.832,2
1552297480.48,624.640,800.320,124.928,2
1552297480.49,628.544,792.512,124.928,2
1552297480.50,620.736,800.320,132.736,2
1552297480.51,620.736,800.320,132.736,2
1552297480.52,624.640,808.128,124.928,2
1552297480.53,612.928,796.416,136.640,2
1552297480.54,616.832,788.608,132.736,2
1552297480.55,601.216,780.800,117.120,2
1552297480.56,616.832,784.704,136.640,2
1552297480.57,620.736,800.320,128.832,2
1552297480.58,612.928,792.512,132.736,2
1552297480.59,612.928,792.512,121.024,2
1552297480.60,612.928,804.224,124.928,2
1552297480.61,616.832,792.512,128.832,2
1552297480.62,620.736,800.320,124.928,2
1552297480.63,616.832,796.416,128.832,2
1552297480.64,628.544,796.416,121.024,2
1552297480.65,632.448,788.608,132.736,2
1552297480.66,624.640,788.608,128.832,2
1552297480.67,624.640,800.320,140.544,2
1552297480.68,612.928,784.704,136.640,2
1552297480.69,612.928,788.608,140.544,2
1552297480.70,628.544,796.416,136.640,2
1552297480.71,632.448,796.416,124.928,2
1552297480.72,624.640,792.512,140.544,2
1552297480.73,620.736,788.608,140.544,2
1552297480.74,624.640,784.704,128.832,2
1552297480.75,632.448,780.800,132.736,2
1552297480.76,620.736,784.704,128.832,2
1552297480.77,616.832,796.416,132.736,2
1552297480.78,616.832,804.224,121.024,2
1552297480.79,616.832,804.224,128.832,2
1552297480.80,620.736,808.128,113.216,2
1552297480.81,620.736,804.224,117.120,2
1552297480.82,616.832,788.608,124.928,2
1552297480.83,616.832,796.416,128.832,2
1552297480.84,620.736,796.416,121.024,2
1552297480.85,624.640,792.512,132.736,2
1552297480.86,628.544,792.512,124.928,2
1552297480.87,620.736,796.416,117.120,2
1552297480.88,620.736,808.128,124.928,2
1552297480.89,624.640,800.320,128.832,2
1552297480.90,612.928,796.416,128.832,2
1552297480.91,620.736,792.512,121.024,2
1552297480.92,628.544,792.512,124.928,2
1552297480.93,620.736,792.512,121.024,2
1552297480.94,624.640,788.608,124.928,2
1552297480.95,620.736,792.512,117.120,2
1552297480.96,620.736,792.512,132.736,2
1552297480.97,616.832,788.608,117.120,2
1552297480.98,628.544,788.608,121.024,2
1552297480.99,632.448,796.416,117.120,2
1552297481.00,624.640,808.128,124.928,2
1552297481.01,624.640,804.224,121.024,2
1552297481.02,632.448,800.320,121.024,2
1552297481.03,620.736,784.704,128.832,2
1552297481.04,624.640,784.704,128.832,2
1552297481.05,640.256,788.608,121.024,2
1552297481.06,632.448,800.320,117.120,2
1552297481.07,640.256,792.512,128.832,2
1552297481.08,628.544,808.128,124.928,2
1552297481.09,624.640,784.704,121.024,2
1552297481.10,620.736,800.320,109.312,2
1552297481.11,632.448,800.320,121.024,2
1552297481.12,628.544,800.320,117.120,2
1552297481.13,628.544,792.512,121.024,2
1552297481.14,636.352,788.608,128.832,2
1552297481.15,628.544,780.800,124.928,2
1552297481.16,628.544,784.704,117.120,2
1552297481.17,636.352,780.800,132.736,2
1552297481.18,640.256,788.608,128.832,2
1552297481.19,628.544,788.608,124.928,2
1552297481.20,632.448,792.512,132.736,2
1552297481.21,628.544,796.416,124.928,2
1552297481.22,644.160,788.608,124.928,2
1552297481.23,632.448,784.704,136.640,2
1552297481.24,640.256,792.512,136.640,2
1552297481.25,632.448,792.512,140.544,2
1552297481.26,632.448,792.512,132.736,2
1552297481.27,624.640,788.608,121.024,2
1552297481.28,628.544,788.608,124.928,2
1552297481.29,632.448,796.416,117.120,2
1552297481.30,628.544,788.608,121.024,2
1552297481.31,632.448,792.512,121.024,2
1552297481.32,628.544,788.608,124.928,2
1552297481.33,628.544,792.512,124.928,2
1552297481.34,616.832,788.608,117.120,2
1552297481.35,624.640,776.896,117.120,2
1552297481.36,636.352,800.320,124.928,2
1552297481.37,624.640,780.800,124.928,2
1552297481.38,624.640,788.608,128.832,2
1552297481.39,636.352,796.416,121.024,2
1552297481.40,636.352,780.800,121.024,2
1552297481.41,624.640,784.704,117.120,2
1552297481.42,640.256,780.800,121.024,2
1552297481.43,644.160,780.800,121.024,2
1552297481.44,640.256,788.608,124.928,2
1552297481.45,644.160,776.896,124.928,2
1552297481.46,636.352,788.608,128.832,2
1552297481.47,632.448,776.896,121.024,2
1552297481.48,624.640,784.704,128.832,2
1552297481.49,632.448,776.896,121.024,2
1552297481.50,636.352,776.896,124.928,2
1552297481.51,644.160,780.800,121.024,2
1552297481.52,644.160,788.608,113.216,2
1552297481.53,640.256,788.608,132.736,2
1552297481.54,636.352,788.608,121.024,2
1552297481.55,636.352,776.896,128.832,2
1552297481.56,640.256,772.992,124.928,2
1552297481.57,640.256,765.184,124.928,2
1552297481.58,628.544,765.184,124.928,2
1552297481.59,632.448,796.416,121.024,2
1552297481.60,628.544,800.320,124.928,2
1552297481.61,636.352,792.512,121.024,2
1552297481.62,632.448,780.800,124.928,2
1552297481.63,628.544,784.704,124.928,2
1552297481.64,640.256,784.704,132.736,2
1552297481.65,628.544,776.896,132.736,2
1552297481.66,636.352,772.992,121.024,2
1552297481.67,640.256,788.608,128.832,2
1552297481.68,636.352,796.416,124.928,2
1552297481.69,636.352,780.800,124.928,2
1552297481.70,640.256,776.896,124.928,2
1552297481.71,636.352,780.800,121.024,2
1552297481.72,628.544,780.800,128.832,2
1552297481.73,640.256,784.704,132.736,2
1552297481.74,628.544,796.416,121.024,2
1552297481.75,644.160,792.512,124.928,2
1552297481.76,644.160,796.416,124.928,2
1552297481.77,644.160,788.608,128.832,2
1552297481.78,636.352,788.608,124.928,2
1552297481.79,640.256,792.512,124.928,2
1552297481.80,636.352,788.608,124.928,2
1552297481.81,636.352,792.512,121.024,2
1552297481.82,632.448,780.800,124.928,2
1552297481.83,636.352,792.512,128.832,2
1552297481.84,620.736,780.800,128.832,2
1552297481.85,636.352,784.704,128.832,2
1552297481.86,632.448,780.800,128.832,2
1552297481.87,636.352,780.800,132.736,2
1552297481.88,636.352,776.896,124.928,2
1552297481.89,640.256,784.704,124.928,2
1552297481.90,632.448,792.512,117.120,2
1552297481.91,651.968,804.224,121.024,2
1552297481.92,632.448,796.416,132.736,2
1552297481.93,644.160,792.512,128.832,2
1552297481.94,628.544,780.800,128.832,2
1552297481.95,632.448,780.800,121.024,2
1552297481.96,628.544,776.896,128.832,2
1552297481.97,640.256,788.608,121.024,2
1552297481.98,632.448,784.704,121.024,2
1552297481.99,628.544,784.704,132.736,2
1552297482.00,636.352,792.512,132.736,2
1552297482.01,640.256,784.704,124.928,2
1552297482.02,640.256,792.512,121.024,2
1552297482.03,648.064,792.512,124.928,2
1552297482.04,628.544,788.608,117.120,2
1552297482.05,644.160,796.416,121.024,2
1552297482.06,624.640,784.704,136.640,2
1552297482.07,636.352,784.704,124.928,2
1552297482.08,628.544,784.704,136.640,2
1552297482.09,644.160,788.608,124.928,2
1552297482.10,624.640,769.088,124.928,2
1552297482.11,640.256,784.704,128.832,2
1552297482.12,624.640,780.800,117.120,2
1552297482.13,620.736,780.800,124.928,2
1552297482.14,648.064,784.704,124.928,2
1552297482.15,636.352,784.704,128.832,2
1552297482.16,640.256,788.608,124.928,2
1552297482.17,632.448,780.800,121.024,2
1552297482.18,640.256,788.608,124.928,2
1552297482.19,640.256,800.320,132.736,2
1552297482.20,640.256,788.608,128.832,2
1552297482.21,636.352,792.512,117.120,2
1552297482.22,632.448,772.992,121.024,2
1552297482.23,640.256,784.704,128.832,2
1552297482.24,628.544,776.896,132.736,2
1552297482.25,640.256,780.800,124.928,2
1552297482.26,632.448,788.608,124.928,2
1552297482.27,636.352,784.704,128.832,2
1552297482.28,632.448,796.416,124.928,2
1552297482.29,640.256,784.704,128.832,2
1552297482.30,624.640,788.608,121.024,2
1552297482.31,632.448,792.512,117.120,2
1552297482.32,644.160,784.704,121.024,2
1552297482.33,632.448,765.184,128.832,2
1552297482.34,636.352,784.704,124.928,2
1552297482.35,644.160,780.800,124.928,2
1552297482.36,636.352,784.704,121.024,2
1552297482.37,636.352,784.704,128.832,2
1552297482.38,636.352,784.704,124.928,2
1552297482.39,632.448,772.992,117.120,2
1552297482.40,640.256,776.896,124.928,2
1552297482.41,628.544,784.704,128.832,2
1552297482.42,648.064,784.704,124.928,2
1552297482.43,644.160,792.512,140.544,2
1552297482.44,640.256,784.704,140.544,2
1552297482.45,632.448,800.320,124.928,2
1552297482.46,640.256,769.088,128.832,2
1552297482.47,636.352,788.608,124.928,2
1552297482.48,648.064,776.896,128.832,2
1552297482.49,636.352,784.704,113.216,2
1552297482.50,644.160,808.128,121.024,2
1552297482.51,644.160,804.224,132.736,2
1552297482.52,640.256,788.608,124.928,2
1552297482.53,624.640,784.704,132.736,2
1552297482.54,632.448,776.896,140.544,2
1552297482.55,632.448,772.992,132.736,2
1552297482.56,636.352,765.184,128.832,2
